Title	Authors	Pdf	Presentation	Volume_Name	Notes
An Introduction to MT	Maghi King				Tutorial
MT and its Users	Colin Brace				Tutorial
Using MT in practice: helpful hints and advice	Muriel Vaconcello and Karin Spalink	http://www.mt-archive.info/90/MTS-1995-Spalink.pdf			Tutorial
Problems with the second generation architecture and new trends in MT	Harold Somers	http://www.mt-archive.info/90/MTS-1995-Somers.pdf			Tutorial
Eurotra, history and results	Bente Maegaard	http://www.mt-archive.info/90/MTS-1995-Maegaard.pdf			Paper
Reflections on the history and present state of MT	John Hutchins	http://www.mt-archive.info/90/MTS-1995-Hutchins.pdf			Paper
Factors for success and failure in MT	Christian Boitet	http://www.mt-archive.info/90/MTS-1995-Boitet.pdf			Paper
Machine Translation at NAIC - A perspective	Dale A. Bostad	http://www.mt-archive.info/90/MTS-1995-Bostad.pdf			Paper
The METAL system: Status 1995	Thomas Schneider	http://www.mt-archive.info/90/MTS-1995-Schneider.pdf			Paper
The World on your shoulders: The development of ATLAS	Visser, Eric M. and Masaru Fuji and Makoto Shiotsu	http://www.mt-archive.info/90/MTS-1995-Visser.pdf			Paper
Realities of development in market-oriented MT	Bennett, Winfield Scott	http://www.mt-archive.info/90/MTS-1995-Bennett.pdf			Paper
A bidirectional Russian-English MT system (ETAP-3)	Igor Boguslavsky	http://www.mt-archive.info/90/MTS-1995-Boguslavsky.pdf			Paper
Language Engineering and the Commission	Roberto Cencioni	http://www.mt-archive.info/90/MTS-1995-Cencioni.pdf			Paper
The use of MT in the Commission	Dorothy Senez	http://www.mt-archive.info/90/MTS-1995-Senez.pdf			Paper
EURAMIS: Integrated multilingual services for a large multilingual community	Jean-Marie Leick		http://www.mt-archive.info/90/MTS-1995-Leick.pdf			Paper
To do the right thing for the wrong reason, the EUROTRA experience	Brian Oakley	http://www.mt-archive.info/90/MTS-1995-Oakley.pdf			Paper
The EDR Electronic Dictionary as information infrastructure	Yuichi Tanaka				Paper
Terminology and standardization for MT	Christian Galinski	http://www.mt-archive.info/90/MTS-1995-Galinski.pdf			Paper
Building resources for MT: What the user hasn't got we have to provide	Gudrún Magnúsdóttir	http://www.mt-archive.info/90/MTS-1995-Magnusdottir.pdf			Paper
A way of using a small MT system in industry	Yoji Fukumochi	http://www.mt-archive.info/90/MTS-1995-Fukumochi.pdf			Paper
Adaptation of JICST's MT system for workstation and PC's	Tatsuo Ashizaki	http://www.mt-archive.info/90/MTS-1995-Ashizaki.pdf			Paper
MT users and usage: Europe and the Americas	Colin Brace and Muriel Vasconcellos and Miller, L. Chris	http://www.mt-archive.info/90/MTS-1995-Brace.pdf			Paper
Machine Translation in the Czech Republic: history, methods, systems	Jan Hajič	http://www.mt-archive.info/90/MTS-1995-Hajic.pdf			Paper
Translation technology - A survey of latest product developments	Adriane Rinsche	http://www.mt-archive.info/90/MTS-1995-Rinsche.pdf			Paper
Pre- and Post-editing MT text for better communication and documentation	Susumu Donomae 	http://www.mt-archive.info/90/MTS-1995-Donomae.pdf			Paper
MT in the online environment: challenges and opportunities	Mary Flanagan	http://www.mt-archive.info/90/MTS-1995-Flanagan.pdf			Paper
MT: the economical part of multilingual information processing	Stephan Bodenkamp	http://www.mt-archive.info/90/MTS-1995-Bodenkamp.pdf			Paper
Two MT systems and still hungry...	Daniel Grasmick	http://www.mt-archive.info/90/MTS-1995-Grasmick.pdf			Paper
Offering MT as a service from a profit center point of view	Bernhard Masion	http://www.mt-archive.info/90/MTS-1995-Masion.pdf			Paper
Integration of MT into the business process	Doris Marty-Albisser	http://www.mt-archive.info/90/MTS-1995-Marty-Albisser.pdf			Paper
Offering large-system MT as a bureau service	Peter Wheeler	http://www.mt-archive.info/90/MTS-1995-Wheeler.pdf			Paper
Machine Translation for home and business users	Hubert Lehmann	http://www.mt-archive.info/90/MTS-1995-Lehmann.pdf			Paper
What have we to do for the future of MT systems?	Makoto Nagao	http://www.mt-archive.info/90/MTS-1995-Nagao.pdf			Paper
An empirical study of MT: we knew nothing	Jun-lchi Tsujii				Paper
JEIDA's test - sets for quality evaluation of MT systems	Hitoshi Isahara	http://www.mt-archive.info/90/MTS-1995-Isahara.pdf			Paper
TransCheck: The automatic validation of human translations	Elliott Macklovitch	http://www.mt-archive.info/90/MTS-1995-Macklovitch.pdf			Paper
Approaches to black box MT evaluation	White, John S.	http://www.mt-archive.info/90/MTS-1995-White.pdf			Paper
The prerequisites of MT for an industrial user: a corpus-based approach	Sylvie Regnier-Prost	http://www.mt-archive.info/90/MTS-1995-Regnier-Prost.pdf			Paper
Verbmobil: Towards a DRT-based translation of spontaneous negotiation dialogues	Wolfgang Wahlster	http://www.mt-archive.info/90/MTS-1995-Wahlster.pdf			Paper
Spoken dialogue translation technologies and speech translation	Hitoshi Iida	http://www.mt-archive.info/90/MTS-1995-Iida.pdf			Paper
Translation and interpretation of spontaneous speech	Alex Waibel				Paper
Multilingual information processing	Gregor Thurmair	http://www.mt-archive.info/90/MTS-1995-Thurmair.pdf			Paper
Issues in multimodal telecommunications	Tsuyoshi Morimoto	http://www.mt-archive.info/90/MTS-1995-Morimoto.pdf			Paper
Towards a language information centre for Malay	Yusoff Zaharin	http://www.mt-archive.info/90/MTS-1995-Zaharin.pdf			Paper
Machine Translation for the office automation	Key-Sun Choi	http://www.mt-archive.info/90/MTS-1995-Choi.pdf			Paper
Cross language service technology of digital text information	Kazunori Muraki				Paper
Machine translation as a practical tool in information processing	Harald Zimmerman	http://www.mt-archive.info/90/MTS-1995-Zimmermann.pdf			Paper
